Brand,Model,Power,Voc,Isc,Vmp,Imp
N/A,SS-440-54MDH-G9(T),440,"39,52","13,76","33,73","13,05"
N/A,SS-440-54MDH(T),440,"39,03","13,73","33,48","13,15"
N/A,SS-445-48MDH-G11(T),445,"34,85",16,"29,9","14,89"
N/A,SS-445-54MDH-G10(T),445,"39,16","14,38","33,06","13,46"
N/A,SS-450-48MDH-G11(T),450,"35,03","16,05","30,08","14,97"
N/A,SS-450-54MDH-G10(T),450,"39,29","14,46","33,2","13,55"
N/A,SS-450-72MDH,450,"50,4","11,47","41,3","10,9"
N/A,SS-455-54MDH-G10(T),455,"39,43","14,55","33,35","13,64"
N/A,SS-460-54MDH-G13(T),460,"38,85","15,04","32,43","14,18"
N/A,SS-460-60MDH,460,"41,78","13,63","34,89","13,19"
N/A,SS-465-54MDH-G13(T),465,"39,05","15,11","32,63","14,25"
N/A,SS-470-54MDH-G13(T),470,"39,25","15,18","32,83","14,32"
N/A,SS-470-60MDH(T),470,"42,88","13,43","36,75","12,79"
N/A,SS-475-54MDH-G13(T),475,"39,45","15,24","33,03","14,38"
N/A,SS-475-60MDH(T),475,"43,01","13,51","36,86","12,89"
N/A,SS-480-54MDH-G13(T),480,"39,65","15,3","33,23","14,44"
N/A,SS-480-60MDH(T),480,"43,14","13,58","36,97","12,98"
N/A,SS-485-54MDH-G11(T),485,"39,2","15,77","32,68","14,85"
N/A,SS-485-60MDH(T),485,"43,27","13,65","37,09","13,08"
N/A,SS-490-54MDH-G11(T),490,"39,5","15,8","32,88","14,91"
N/A,SS-495-54MDH-G11(T),495,"39,8","15,83","33,1","14,97"
N/A,SS-500-54MDH-G11(T),500,"40,1","15,86","33,3","15,03"
N/A,SS-500-60MDH-G10(T),500,"43,65","14,47","36,88","13,56"
N/A,SS-500-66MDH,500,"45,43","13,85","37,41","13,37"
N/A,SS-505-54MDH-G11(T),505,"40,4","15,89","33,5","15,08"
N/A,SS-505-60MDH-G10(T),505,"43,78","14,57",37,"13,65"
N/A,SS-505-66MDH,505,"45,43","13,85","37,41","13,37"
N/A,SS-505-66MTF,505,"45,52","13,92","37,48","13,48"
N/A,SS-510-60MDH-G10(T),510,"43,91","14,66","37,12","13,74"
N/A,SS-515-60MDH-G10(T),515,"44,04","14,76","37,23","13,83"
N/A,SS-515-60MDH-G13(T),515,"43,32","15,09","36,19","14,23"
N/A,SS-520-60MDH-G13(T),520,"43,52","15,15","36,39","14,29"
N/A,SS-525-60MDH-G13(T),525,"43,73","15,21","36,58","14,35"
N/A,SS-530-60MDH-G13(T),530,"43,94","15,27","36,77","14,41"
N/A,SS-530-66MDH(T),530,"47,57","13,57","40,85","12,98"
N/A,SS-535-72MDH,535,"49,34","13,79","40,66","13,16"
N/A,SS-540-72MDH,540,"49,42","13,85","40,71","13,27"
N/A,SS-545-60MDH-G11(T),545,"43,97","15,8","36,57","14,91"
N/A,SS-545-72MDH,545,"49,51","13,94","40,76","13,38"
N/A,SS-550-60MDH-G11(T),550,"44,27","15,83","36,82","14,94"
N/A,SS-550-72MDH,550,"49,6","14,04","40,83","13,48"
N/A,SS-555-60MDH-G11(T),555,"44,57","15,87","37,07","14,97"
N/A,SS-555-72MDH,555,"49,68","14,13","40,89","13,58"
N/A,SS-560-60MDH-G11(T),560,"44,87","15,9","37,32",15
N/A,SS-560-72MDH,560,"49,76","14,25","40,95","13,68"
N/A,SS-565-60MDH-G11(T),565,"45,17","15,93","37,57","15,03"
N/A,SS-565-66MDH-G13(T),565,"47,58","15,06","39,79","14,2"
N/A,SS-570-66MDH-G13(T),570,"47,78","15,11",40,"14,25"
N/A,SS-575-66MDH-G13(T),575,"47,98","15,16","40,21","14,3"
N/A,SS-575-72MDH(T),575,"52,9","13,56","44,35","12,96"
N/A,SS-580-66MDH-G13(T),580,"48,18","15,21","40,42","14,35"
N/A,SS-580-72MDH(T),580,"51,9","13,61","44,48","13,04"
N/A,SS-585-66MDH-G13(T),585,"48,38","15,26","40,63","14,4"
N/A,SS-585-72MDH(T),585,"52,09","13,68","44,61","13,12"
N/A,SS-600-60MDH-G12,600,"41,52","18,52","34,42","17,44"
N/A,SS-600-66MDH-G11(T),600,"48,4","15,8","40,3","14,91"
N/A,SS-605-60MDH-G12,605,"41,72","18,57","34,61","17,49"
N/A,SS-605-66MDH-G11(T),605,"48,7","15,83","40,5","14,94"
N/A,SS-610-66MDH-G11(T),610,49,"15,86","40,8","14,96"
N/A,SS-610-72MDH-G10(T),610,"52,64","14,59","44,55","13,69"
N/A,SS-615-66MDH-G11(T),615,"49,3","15,89",41,"14,99"
N/A,SS-615-72MDH-G10(T),615,"52,77","14,65","44,7","13,76"
N/A,SS-615-78MDH(T),615,"55,9","13,46","47,91","12,84"
N/A,SS-620-66MDH-G11(T),620,"49,6","15,92","41,22","15,03"
N/A,SS-620-72MDH-G10(T),620,"52,9","14,71","44,84","13,83"
N/A,SS-620-72MDH-G13(T),620,"52,07","15,11","43,51","14,25"
N/A,SS-620-78MDH(T),620,"56,06","13,5","48,1","12,89"
N/A,SS-625-72MDH-G13(T),625,"52,27","15,16","43,71","14,3"
N/A,SS-625-78MDH(T),625,"56,22","13,54","48,28","12,95"
N/A,SS-630-72MDH-G13(T),630,"52,47","15,21","43,9","14,35"
N/A,SS-630-78MDH(T),630,"56,38","13,58","48,47",13
N/A,SS-635-78MDH(T),635,"56,54","13,65","48,61","13,06"
N/A,SS-650-66MDH-G12,650,"45,27","18,58","37,24","17,46"
N/A,SS-655-66MDH-G12,655,"45,48","18,63","37,42","17,51"
N/A,SS-660-66MDH-G12,660,"45,64","18,66","37,63","17,54"
N/A,SS-665-66MDH-G12,665,"45,87","18,71","37,81","17,59"
N/A,SS-670-66MDH-G12,670,"46,05","18,75","38,02","17,63"
N/A,SS-BG410-54MDH,410,"37,68","13,59","31,84","12,88"
N/A,SS-BG420-54MDH(T),420,"37,58","13,93","31,91","13,16"
N/A,SS-BG425-54MDH(T),425,"38,59","13,64","32,67","13,01"
N/A,SS-BG430-54MDH(T),430,"38,78","13,72","32,85","13,09"
N/A,SS-BG435-48MDH-G11(T),435,"34,49","15,9","29,54","14,73"
N/A,SS-BG440-48MDH-G11(T),440,"34,67","15,95","29,72","14,81"
N/A,SS-BG440-54MDH-G9(T),440,"38,9","14,32","32,47","13,55"
N/A,SS-BG440-54MDH(T),440,"39,16","13,88","33,21","13,25"
N/A,SS-BG440-54MDH(T) 186mm,440,"38,07","14,33","32,49","13,54"
N/A,SS-BG440-54MDH(T) Full black,440,"39,16","13,88","33,21","13,25"
N/A,SS-BG440-60MDH,440,"41,18","13,37","34,39","12,8"
N/A,SS-BG445-48MDH-G11(T),445,"34,85",16,"29,9","14,89"
N/A,SS-BG445-54MDH-G10(T),445,"39,16","14,38","33,06","13,46"
N/A,SS-BG445-54MDH-G9(T),445,"39,1","14,4","32,65","13,63"
N/A,SS-BG450-48MDH-G11(T),450,"35,03","16,05","30,08","14,97"
N/A,SS-BG450-54MDH-G10(T),450,"39,29","14,46","33,2","13,55"
N/A,SS-BG450-54MDH-G9(T),450,"39,3","14,48","32,82","13,71"
N/A,SS-BG455-54MDH-G10(T),455,"39,43","14,55","33,35","13,64"
N/A,SS-BG455-54MDH-G9(T),455,"39,5","14,56",33,"13,79"
N/A,SS-BG460-54MDH-G13(T),460,"38,85","15,04","32,43","14,18"
N/A,SS-BG460-54MDH-G9(T),460,"39,7","14,64","33,18","13,87"
N/A,SS-BG465-54MDH-G13(T),465,"39,05","15,11","32,63","14,25"
N/A,SS-BG470-54MDH-G13(T),470,"39,25","15,18","32,83","14,32"
N/A,SS-BG475-54MDH-G13(T),475,"39,45","15,24","33,03","14,38"
N/A,SS-BG480-54MDH-G13(T),480,"39,65","15,3","33,23","14,44"
N/A,SS-BG480-60MDH-G9(T),480,"43,61","13,66","37,12","12,93"
N/A,SS-BG480-60MDH(T),480,"43,11","13,77","36,51","13,15"
N/A,SS-BG485-54MDH-G11(T),485,"39,2","15,77","32,68","14,85"
N/A,SS-BG490-54MDH-G11(T),490,"39,5","15,8","32,88","14,91"
N/A,SS-BG490-60MDH-G9(T),490,"43,02","14,13","35,77","13,7"
N/A,SS-BG495-54MDH-G11(T),495,"39,8","15,83","33,1","14,97"
N/A,SS-BG495-60MDH-G9(T),495,"43,25","14,18","35,98","13,76"
N/A,SS-BG500-54MDH-G11(T),500,"40,1","15,86","33,3","15,03"
N/A,SS-BG500-60MDH-G10(T),500,"43,65","14,47","36,88","13,56"
N/A,SS-BG500-60MDH-G9(T),500,"43,46","14,24","36,2","13,82"
N/A,SS-BG505-54MDH-G11(T),505,"40,4","15,89","33,5","15,08"
N/A,SS-BG505-60MDH-G10(T),505,"43,78","14,57",37,"13,65"
N/A,SS-BG505-60MDH-G9(T),505,"43,68","14,29","36,41","13,88"
N/A,SS-BG510-60MDH-G10(T),510,"43,91","14,66","37,12","13,74"
N/A,SS-BG510-60MDH-G9(T),510,"43,9","14,35","36,63","13,94"
N/A,SS-BG515-60MDH-G13(T),515,"43,32","15,09","36,19","14,23"
N/A,SS-BG520-60MDH-G13(T),520,"43,52","15,15","36,39","14,29"
N/A,SS-BG525-60MDH-G13(T),525,"43,73","15,21","36,58","14,35"
N/A,SS-BG530-60MDH-G13(T),530,"43,94","15,27","36,77","14,41"
N/A,SS-BG540-66MDH-G9(T),540,"47,15","14,19","39,17","13,78"
N/A,SS-BG540-72MDH,540,"49,42","13,85","40,71","13,27"
N/A,SS-BG540-72MDH(2279),540,"49,42","13,85","40,71","13,27"
N/A,SS-BG545-60MDH-G11(T),545,"43,97","15,8","36,57","14,91"
N/A,SS-BG545-66MDH-G9(T),545,"47,42","14,24","39,39","13,83"
N/A,SS-BG545-72MDH,545,"49,51","13,94","40,76","13,38"
N/A,SS-BG550-60MDH-G11(T),550,"44,27","15,83","36,82","14,94"
N/A,SS-BG550-66MDH-G9(T),550,"47,7","14,29","39,61","13,88"
N/A,SS-BG550-72MDH,550,"49,6","14,04","40,83","13,48"
N/A,SS-BG550-72MDH(2279),550,"49,6","14,04","40,83","13,48"
N/A,SS-BG555-60MDH-G11(T),555,"44,57","15,87","37,07","14,97"
N/A,SS-BG555-66MDH-G9(T),555,"47,97","14,34","39,82","13,93"
N/A,SS-BG560-60MDH-G11(T),560,"44,87","15,9","37,32",15
N/A,SS-BG560-66MDH-G9(T),560,"48,24","14,39","40,04","13,98"
N/A,SS-BG560-72MDH(T),560,"50,11","13,93","42,54","13,16"
N/A,SS-BG565-60MDH-G11(T),565,"45,17","15,93","37,57","15,03"
N/A,SS-BG565-66MDH-G13(T),565,"47,58","15,06","39,79","14,2"
N/A,SS-BG565-72MDH(T),565,"51,3","13,65","43,41","13,02"
N/A,SS-BG565-72MDH(T) 30mm,565,"50,26","13,98","42,82","13,19"
N/A,SS-BG570-66MDH-G13(T),570,"47,78","15,11",40,"14,25"
N/A,SS-BG570-72MDH(T),570,"51,52","13,7","43,62","13,07"
N/A,SS-BG575-66MDH-G13(T),575,"47,98","15,16","40,21","14,3"
N/A,SS-BG575-72MDH(T),575,"51,74","13,75","43,83","13,12"
N/A,SS-BG580-66MDH-G13(T),580,"48,18","15,21","40,42","14,35"
N/A,SS-BG580-72MDH(T),580,"51,97","13,8","44,04","13,17"
N/A,SS-BG585-66MDH-G13(T),585,"48,38","15,26","40,63","14,4"
N/A,SS-BG585-72MDH(T),585,"52,16","13,85","44,22","13,23"
N/A,SS-BG595-72MDH-G9(T),595,"51,48","14,43","43,34","13,73"
N/A,SS-BG600-60MDH-G12,600,"41,72","18,42","34,63","17,34"
N/A,SS-BG600-66MDH-G11(T),600,"48,4","15,8","40,3","14,91"
N/A,SS-BG600-72MDH-G9(T),600,"51,7","14,49","43,45","13,81"
N/A,SS-BG605-60MDH-G12,605,"41,91","18,47","34,81","17,39"
N/A,SS-BG605-66MDH-G11(T),605,"48,7","15,83","40,5","14,94"
N/A,SS-BG605-72MDH-G9(T),605,"51,91","14,55","43,56","13,89"
N/A,SS-BG610-60MDH-G12,610,"42,11","18,53","35,01","17,43"
N/A,SS-BG610-66MDH-G11(T),610,49,"15,86","40,8","14,96"
N/A,SS-BG610-72MDH-G10(T),610,"52,64","14,59","44,55","13,69"
N/A,SS-BG610-72MDH-G9(T),610,"52,13","14,61","43,66","13,97"
N/A,SS-BG610-78MDH-(T),610,"55,59","13,64","47,04","12,97"
N/A,SS-BG610-78MDH(T),610,"55,59","13,64","47,04","12,97"
N/A,SS-BG615-66MDH-G11(T),615,"49,3","15,89","40,98","14,98"
N/A,SS-BG615-72MDH-G10(T),615,"52,77","14,65","44,7","13,76"
N/A,SS-BG615-72MDH-G9(T),615,"52,34","14,67","43,77","14,05"
N/A,SS-BG615-78MDH-(T),615,"55,79","13,69","47,24","13,02"
N/A,SS-BG615-78MDH(T),615,"55,79","13,69","47,24","13,02"
N/A,SS-BG620-60MDH-G12(T),620,"41,76","18,5","35,45","17,49"
N/A,SS-BG620-66MDH-G11(T),620,"49,6","15,92","41,22","15,03"
N/A,SS-BG620-72MDH-G10(T),620,"52,9","14,71","44,84","13,83"
N/A,SS-BG620-72MDH-G13(T),620,"52,07","15,11","43,51","14,25"
N/A,SS-BG620-78MDH(T),620,"55,99","13,74","47,44","13,07"
N/A,SS-BG625-72MDH-G13(T),625,"52,27","15,16","43,71","14,3"
N/A,SS-BG625-78MDH(T),625,"56,18","13,79","47,61","13,13"
N/A,SS-BG630-60MDH-G12(T),630,"43,9","18,24","36,6","17,22"
N/A,SS-BG630-72MDH-G13(T),630,"52,47","15,21","43,9","14,35"
N/A,SS-BG630-78MDH(T),630,"56,37","13,84","47,8","13,18"
N/A,SS-BG635-72MDH-G13(T),635,"52,67","15,26","44,09","14,4"
N/A,SS-BG635-78MDH(T),635,"56,56","13,89","47,99","13,23"
N/A,SS-BG640-72MDH-G13(T),640,"52,87","15,31","44,28","14,45"
N/A,SS-BG650-66MDH-G12,650,"45,43","18,46","37,45","17,36"
N/A,SS-BG655-66MDH-G12,655,"45,65","18,5","37,67","17,39"
N/A,SS-BG660-66MDH-G12,660,"45,87","18,55","37,88","17,43"
N/A,SS-BG665-66MDH-G12,665,"46,04","18,61","38,05","17,48"
N/A,SS-BG670-66MDH-G12,670,"46,26","18,64","38,24","17,53"
N/A,SS-BG675-66MDH-G12(T),675,"46,28","18,45","38,61","17,48"
N/A,SS-BG680-66MDH-G12(T),680,"47,5","18,18","39,6","17,17"
N/A,SS-BG685-66MDH-G12(T),685,"47,7","18,21","39,8","17,19"
N/A,SS-BG690-66MDH-G12(T),690,"47,9","18,25","40,1","17,23"
N/A,SS-BG695-66MDH-G12(T)-35mm,695,"48,3","18,28","40,3","17,25"
N/A,SS-BG700-66MDH-G12(T)-35mm,700,"48,6","18,32","40,5","17,29"
N/A,SS-BG705-66MDH-G12(T)-35mm,705,"48,8","18,36","40,7","17,33"
N/A,SS-BG710-66MDH-G12(T)-35mm,710,49,"18,4","40,9","17,36"
N/A,SS-BM250C,250,"37,42","8,8","30,56","8,21"
N/A,SS-BM260,260,"37,81","9,04","30,8","8,44"
N/A,SS-BP235,235,"36,51","8,24","30,34","7,74"
N/A,SS-BP240,240,"36,73","8,29","30,72","7,81"
N/A,SS-BT545-72MDH(1134),545,"49,51","13,94","40,76","13,38"
N/A,SS-PV400-MJ11B,400,"37,04","13,73","31,18","12,83"
N/A,SS-PV405-MJ11B,405,"37,24","13,81","31,38","12,91"
N/A,SS-PV410-MC60,410,"37,45","13,88","31,59","12,98"
N/A,SS-PV410-MJ11B,410,"37,45","13,88","31,59","12,98"
N/A,SS-PV440-MB2,440,"48,9","11,46","41,1","10,71"
N/A,SS-PV450-MB1,450,"49,3","11,6","41,5","10,85"
N/A,SS MONO 250,250,"37,85","8,8","30,7","8,2"
N/A,SS MONO 250 AB,250,"37,85","8,8","30,7","8,2"
N/A,SS MONO 255,255,"37,8","8,9","30,3","8,4"
N/A,SS250P,250,"37,41","8,79","29,98","8,34"
N/A,SS250P/60,250,"37,1","8,92","29,9","8,35"
N/A,SS260M/60,260,"38,22","9,01","30,85","8,43"
N/A,SS260P,260,"37,65","9,09","30,51","8,52"
N/A,SS265P,265,"37,81","9,24","30,71","8,63"
N/A,SS270P,270,"37,88","9,38","30,82","8,76"
N/A,SS285M/60,285,"39,18","9,46","31,85","8,95"
N/A,SS300P/72,300,"44,5","8,92","35,9","8,35"
N/A,SS315P,315,"45,29","9,11","36,98","8,52"
N/A,SS320P,320,"45,53","9,22","37,08","8,63"
N/A,SS325P,325,"45,72","9,31","37,19","8,74"
N/A,SS330P,330,"45,94","9,41","37,25","8,86"
N/A,SS415M10H-18/YH,415,"38,12","13,91","31,52","13,17"
N/A,SS425M10GH-18/YH,425,"38,5","14,06","31,9","13,32"
N/A,SS425M10H-18/YH,425,"38,5","14,06","31,9","13,32"
N/A,SS430M10GH-18/YH,430,"38,69","14,14","32,08","13,4"
N/A,SS430M10H-18/YH,430,"38,69","14,14","32,08","13,4"
N/A,SS460M10H-20/UH,460,"42,05","13,72","34,72","13,25"
N/A,SS475M10GH-20/UH,475,"42,74","14,15","35,41","13,41"
N/A,SS475M10H-18/YH,475,"42,54","14,23","35,21","13,49"
N/A,SS550M10GH-24/TH,550,"50,21",14,"41,5","13,26"
N/A,SS550M10H-24/TH,550,"50,21",14,"41,5","13,26"
N/A,SS570M10GH-24/TH,570,"50,74","14,31","42,07","13,55"
N/A,SS570M10H-24/TH,570,"50,74","14,31","42,07","13,55"
N/A,SS620M10H-18/TH,620,"43,66","17,81","36,38","17,05"
N/A,SS670M10H-18/TH,670,"47,42","17,72","39,52","16,96"
N/A,SS670M12GH-22/WH,670,"47,42","17,72","39,52","16,96"
N/A,SS680M12H-22/WH,680,"47,9","17,8","39,92","17,04"
N/A,SS75,76,"24,2","4,8",17,"4,5"
N/A,SS8-54HS-405M,405,"37,23","13,87","31,21","12,98"
N/A,SS8-54HS-410M,410,"37,32","13,95","31,45","13,04"
N/A,SS8-54HS-415M,415,"37,45","14,02","31,61","13,13"
N/A,SS8-54HS-420M,420,"37,54","14,1","31,78","13,22"
N/A,SS8-54HS-420N,420,"38,1","14,08","31,5","13,34"
N/A,SS8-54HS-425N,425,"38,29","14,16","31,69","13,42"
N/A,SS8-54HS-430N,430,"38,48","14,24","31,87","13,5"
N/A,SS8-54HS-435N,435,"38,67","14,32","32,06","13,58"
N/A,SS8-54HSB-395M,395,"36,98","13,7","30,84","12,81"
N/A,SS8-54HSB-400M,400,"37,07","13,79","31,01","12,9"
N/A,SS8-54HSB-405M,405,"37,23","13,87","31,21","12,98"
N/A,SS8-54HSB-410M,410,"37,32","13,95","31,45","13,04"
N/A,SS8-54HSB-415N,415,"37,91",14,"31,31","13,26"
N/A,SS8-54HSB-420N,420,"38,1","14,08","31,5","13,34"
N/A,SS8-54HSB-425N,425,"38,29","14,16","31,69","13,42"
N/A,SS8-54HSB-430N,430,"38,48","14,24","31,87","13,5"
N/A,SS8-72HD-540M-2278,540,"49,61","13,85","41,65","12,97"
N/A,SS8-72HD-545M-2278,545,"49,76","13,92","41,81","13,04"
N/A,SS8-72HD-550M-2278,550,"49,91","14,02","41,97","13,1"
N/A,SS8-72HD-555M-2278,555,"50,03","14,07","42,15","13,17"
N/A,SS8-72HD-560N,560,"50,68","14,12","41,96","13,35"
N/A,SS8-72HD-565N,565,"50,88","14,18","42,14","13,41"
N/A,SS8-72HD-570N,570,"51,08","14,24","42,29","13,48"
N/A,SS8-72HD-575N,575,"51,28","14,3","42,44","13,55"
N/A,SS8-72HD-580N,575,"51,48","14,36","42,59","13,62"
N/A,SS8-72HS-540M,540,"49,61","13,85","41,65","12,97"
N/A,SS8-72HS-545M,545,"49,76","13,92","41,81","13,04"
N/A,SS8-72HS-550M,550,"49,91","14,02","41,97","13,1"
N/A,SS8-72HS-555M,555,"50,03","14,07","42,08","13,17"
N/A,SS8-72HS-560N,560,"50,49","14,13","41,8","13,4"
N/A,SS8-72HS-565N,565,"50,62","14,21","41,95","13,47"
N/A,SS8-72HS-570N,570,"50,76","14,29","42,11","13,54"
N/A,SS8-72HS-575N,575,"50,9","14,37","42,26","13,61"
N/A,SS8-72HS 550M,550,"49,91","14,02","41,97","13,1"
N/A,SSA-48HD-445N,445,"35,02","15,99","29,91","14,89"
N/A,SSA-48HD-450N,450,"35,2","16,04","30,09","14,97"
N/A,SSC3M-250P/60,250,"37,1","8,92","29,9","8,35"
N/A,SSD535AH7G,535,"49,5","13,63","41,55","12,9"
N/A,SSD535AH7H,535,"49,5","13,63","41,55","12,9"
N/A,SSD540AH7G,540,"49,65","13,69","41,71","12,97"
N/A,SSD540AH7H,540,"49,65","13,69","41,71","12,97"
N/A,SSD545AH7G,545,"49,85","13,74","41,87","13,04"
N/A,SSD545AH7H,545,"49,85","13,74","41,87","13,04"
N/A,SSD550AH7G,550,"50,1","13,79",42,"13,12"
N/A,SSD550AH7H,550,"50,1","13,79",42,"13,12"
N/A,SSD555AH7G,555,"50,34","13,84","42,12","13,2"
N/A,SSD555AH7H,555,"50,34","13,84","42,12","13,2"
N/A,SSD560AH7G,560,"50,55","13,9","42,28","13,27"
N/A,SSD560AH7H,560,"50,55","13,9","42,28","13,27"
N/A,SSI-M6-135,135,"22,2","8,26","17,9","7,54"
N/A,SSI-M6-180,180,"29,5","8,28","23,8","7,56"
N/A,SSI-M6-200,200,"32,8","8,3","26,4","7,58"
N/A,SSI-M6-225,225,"36,7","8,32","29,6","7,6"
N/A,SSI-M6-270,270,44,"8,34","35,4","7,63"
N/A,SSM-150/24M,150,"43,5","4,9","33,7","4,45"
N/A,SSM-160/24M,160,"43,6","5,17","34,6","4,63"
N/A,SSM-165/24M,165,"44,1","5,24",35,"4,72"
N/A,SSM-170M5(EU),170,"44,3","5,36","35,25","4,82"
N/A,SSM-175M5(EU),175,"44,5","5,4","35,5","4,93"
N/A,SSM-180M5(EU),180,"44,9","5,52",36,5
N/A,SSM-185M5(EU),185,45,"5,53","36,05","5,14"
N/A,SSM-190M5(DE),190,"45,1","5,63","36,7","5,18"
N/A,SSM-190M5(EU),190,45,"5,5",37,"5,15"
N/A,SSM-195M5(DE),195,"45,2","5,68","36,9","5,29"
N/A,SSM-195M5(EU),195,"45,2","5,68","36,9","5,29"
N/A,SSM-200M5(DE),200,"45,4","5,69","37,4","5,35"
N/A,SSM-200M5(EU),200,"45,4","5,69","37,4","5,35"
N/A,SSM-210P,210,"36,5","8,15",29,"7,25"
N/A,SSM-215P,215,"36,6","8,25","29,1","7,39"
N/A,SSM-220M,220,36,"7,5",30,"7,35"
N/A,SSM-220P6,220,37,"8,3","29,3","7,5"
N/A,SSM-225M,225,"36,6","8,25","30,2","7,45"
N/A,SSM-225P6,225,"37,2","8,4","29,6","7,6"
N/A,SSM-230M,230,"36,7","8,35","30,4","7,57"
N/A,SSM-230P6,230,"37,4","8,5",30,"7,7"
N/A,SSM-235M,235,"36,8","8,45","30,6","7,68"
N/A,SSM-240M,240,37,"8,55","30,8","7,8"
N/A,SSM-250M6,250,"36,97","8,8","30,2","8,27"
N/A,SSM-255M6,255,"37,36","8,86","30,6","8,33"
N/A,SSM-260M6,260,"37,73","8,92","30,9","8,41"
N/A,SSM-265M6,265,"38,1","8,97","31,3","8,46"
N/A,SSM60-225-A,225,"37,01","8,25",30,"7,5"
N/A,SSM60-230-A,230,"37,15","8,42","30,1","7,65"
N/A,SSM60-235-A,235,"37,52","8,51","30,4","7,73"
N/A,SSM60-240-A,240,"37,89","8,61","30,7","7,82"
N/A,SSM60-245-A,245,"38,13","8,73","30,9","7,93"
N/A,SSM72-175,175,"44,7","5,23","35,8","4,9"
N/A,SSM72-180-A,180,"44,42","5,51",36,5
N/A,SSM72-185-A,185,"44,67","5,66","36,2","5,14"
N/A,SSM72-190-A,190,"45,05","5,74","36,5","5,21"
N/A,SSM72-195-A,195,"45,92","5,78","36,6","5,33"
N/A,SSM72C-265-A,265,"42,36","8,26","35,3","7,5"
N/A,SSM72C-270-A,270,"42,6","8,36","35,5","7,6"
N/A,SSM72C-275-A,275,"42,96","8,45","35,8","7,68"
N/A,SSM72C-280-A,280,"43,32","8,53","36,1","7,76"
N/A,SSM72C-285-A,285,"43,68","8,61","36,4","7,83"
N/A,SSM72C-290-A,290,"44,17","8,67","36,8","7,88"
N/A,SSM72C-295-A,295,"44,29","8,79","36,9","7,99"
N/A,SSM72C-300-A,300,"44,53","8,9","37,1","8,09"
N/A,SSM96-225,225,"58,9","5,11","48,3","4,66"
N/A,SSM96-230,230,"59,1","5,19","48,5","4,74"
N/A,SSM96-235,235,"59,2","5,27","48,8","4,81"
N/A,SSM96-240,240,"59,5","5,35",49,"4,89"
N/A,SSP 180 120W,120,"32,7","4,9","26,7","4,5"
N/A,SSP 180 180W,180,"44,78","5,4","35,9",5
N/A,SSP 180 200W,200,"59,82","4,7","48,6","4,2"
N/A,SSP 180 220W,220,"58,9",5,"48,5","4,6"
N/A,SSP 180 240W,240,60,5,"49,3","4,8"
N/A,SSP 180 250W,250,"57,6","6,01",48,"5,21"
N/A,SSP 180 260 W,260,67,"5,1",60,"4,4"
N/A,SSP 180P 135W,135,"21,56","8,33","17,2","7,85"
N/A,SSP 180P 145W,145,"22,53","8,5","18,13",8
N/A,SSP 180P 200W,200,"32,8",8,27,"7,5"
N/A,SSP 180P 210W,210,"33,12","8,2","27,5","7,6"
N/A,SSP 180P 220W,220,"36,5","7,9",30,"7,3"
N/A,SSP 180P 235W,235,"36,6","8,3","30,5","7,7"
N/A,SSP 180P 240W,240,"36,6","8,3","30,5","7,7"
N/A,SSP535AH7H,535,"49,35",14,"41,5","12,89"
N/A,SSP540AH7H,540,"49,5","14,07","41,65","12,97"
N/A,SSP545AH7H,545,"49,65","14,14","41,8","13,04"
N/A,SSP550AH7H,550,"49,8","14,2","41,95","13,11"
N/A,SSP555AH7H,555,"49,95","14,26","42,1","13,18"
N/A,SSP60-220-A,220,"36,65","8,15","29,7","7,41"
N/A,SSP60-225,225,"36,7","8,25","29,4","7,65"
N/A,SSP60-225-A,225,"37,02","8,25",30,"7,5"
N/A,SSP60-230,230,"36,8","8,35","29,6","7,78"
N/A,SSP60-230-A,230,"37,14","8,45","30,1","7,67"
N/A,SSP60-235,235,"36,9","8,44","29,8","7,9"
N/A,SSP60-235-A,235,"37,3","8,56","30,2","7,78"
N/A,SSP60-240-A,240,"37,64","8,66","30,5","7,87"
N/A,SSP72-260-A,260,"42,01","8,17",35,"7,43"
N/A,SSP72-265-A,265,"42,24","8,28","35,2","7,53"
N/A,SSP72-270-A,270,"42,48","8,39","35,4","7,62"
N/A,SSP72-275-A,275,"42,72","8,45","35,8","7,68"
N/A,SSP72-280-A,280,"43,56","8,48","36,3","7,71"
N/A,SSP72-285-A,285,"43,8","8,59","36,5","7,81"
N/A,SSP72-290-A,290,"44,04","8,69","36,7","7,9"
N/A,SST-190-72 M,190,"44,8","5,48","36,5","5,17"
N/A,SST 185-72 M,185,"44,8","5,48","35,8","5,17"
N/A,SST395AH5G,395,"37,3","13,57","30,92","12,8"
N/A,SST395AH5H,395,"37,3","13,57","30,92","12,8"
N/A,SST400AH5G,400,"37,45","13,65","31,06","12,9"
N/A,SST400AH5H,400,"37,45","13,65","31,06","12,9"
N/A,SST405AH5G,405,"37,6","13,74","31,21",13
N/A,SST405AH5H,405,"37,6","13,74","31,21",13
N/A,SST410AH5G,410,"37,85","13,83","31,36","13,1"
N/A,SST410AH5H,410,"37,85","13,83","31,35","13,1"
N/A,SST415AH5G,415,38,"13,92","31,52","13,19"
N/A,SST415AH5H,415,38,"13,92","31,52","13,19"
N/A,SST420AH5G,420,"38,15","14,01","31,66","13,29"
N/A,SST420AH5H,420,"38,15","14,01","31,66","13,29"
